language,split,text,label
ary,train,babak ydir lik tahtah hit ba a cha la daw htal had sa a siri tnohno ya momo,negative
ary,train,hhhhhhhh ylh hana nb a ndir lik gha like o mancommentich ms ghnb a ndhak b l muet hhhhh iih ila jawbki o lmini,positive
ary,train,mabrouk l best female artist b flmya f fox music,positive
ary,train,siri nti hada kbir lik knti ad tzaditi hhhh,negative
ary,train,wa aydoni mn lmanchn o dirolibghito,neutral
ary,train,jat ibtissam dargat la kolchiihessit biha bdat katghaar o mssimima m a rassha hhh,negative
ary,train,slmm howa lighadi i admmm,neutral
ary,train,l raja khrjat f min,neutral
ary,train,dawman kbira samiha hbiba matdiha fhadra d ta wahed nmuuuuuut lik ana w nti mamhtajach tnaf i mahbuba andna,positive
ary,train,kayn ta noukhala o ch ir,negative
ary,train,baz hadchi li rangoul ema li fih chi vice ra fih siro ta aw lah f lbnt,negative
ary,train,ahlaa wa sahla fiki b lmaghreb rah tnawrih bjamalek,positive
ary,train,raph najm f loubna machi ghir bl ar am howa najm f youna wakha ykon ando ghir followers,positive
ary,train,dima dima rrajaj bidawi,positive
ary,train,hhhhhh choufou liya chi oghniya m a confiture aicha,neutral
ary,train,o mal mou ga raj in lyamat l bid sawfa tarawn hhh,neutral
ary,train,bhal walo hadouk rah hacharat ya ni ymchiw yhajmohom tani lmohim yarab hanan matb ach tgol,neutral
ary,train,rafa o n lghaybouba chuiya db knt kns ab dayrin lihom chi moubid,negative
ary,train,hadchi machi we to daba a khtibatman ndha machakil ma tdekhloch rasskom w ibtissam fiha w kheliw li bgha y ol chi y olo,neutral
ary,train,dkhlat liha fertoto l nifha milfaya ara dak tinifoul ndir story,neutral
ary,train,dima dima khess ikoun chi wahed li kherrej din asahbi dkhel fi sou rassek asahbi khello dak din endek fi darek asahbi ma endek may dar khessek tehder ghir la din tfou la bnadem tfou,negative
ary,train,betty hna farhanin lik bzzzf ollah iwaf lh ohna m ak f kolchi mziwna olkhayba okanastanaw inzal duo we love youuuu,positive
ary,train,matbkhlich lina wakha ma rt fin kati o la had la atat hhhh,neutral
ary,train,nanah gha tl eb m ana mzn o maghatb ach tkhesser kora,neutral
ary,train,lffannnana ibtissam tiiiskaat o lm allem saad lmjarred finhom,neutral
ary,train,kandoun ouii hit mhat andha jours hadi ml athach o rej at andhaa,neutral
ary,train,merci bzef la klamak zwin f a i wakha rah bzef liyaana ghi ila ziz liya chi wa d tand mo bjahd o ntlbo lah lahla yi achamna,positive
ary,train,rah kiw a ghir diri actualiser ghaykhdeem,neutral
ary,train,ba i ma emlat li a we arfin ach ghadi t oul hhhhhhhhhhhhhhhhhhhhhh,neutral
ary,train,le sujet de tous les taxis ce matin chefti lkesswa jdida dial boulisse darbin lina ketma ouwaline la khzite,negative
ary,train,ana darto bach ndakhal kenza la trend dyalhom,neutral
ary,train,kbirt lmdlolat hiya ntii siri wahda mchamkra f alk matcharfnich tkon fans hanane hit fans hanane ra i f alha,negative
ary,train,zinaboussamainmedi tv wallah w ana kaman kif derassa m a w lbouhout w lmohadarat hh,neutral
ary,train,ha berkane rab a wa ydkom f zaba l am jay l bo f caf ya chmayt,neutral
ary,train,salam kidayar labas lik natmana tkoune labas,positive
ary,train,oussama ya rit tjibou youtubeuses dyal beaut mghribiat bhal dounia yourbeauty w zineb w sana bouda twins,positive
ary,train,rah mt l inha lina kima t l nha lihoum d wahd rah kan dayr f smya mamado taninado,negative
ary,train,khadma dyl bssh dyl fans dylha hia mora min takheraj andak saa,neutral
ary,train,galik howa president dyal fandom dori f saf a tla i khrah o mkamlha o mjamla kaynin chi army tab ino kiklab,negative
ary,train,ihab lach makadfa ch la bant bladak ra bhal tak o mat ali ta had idhak liha afak o hadarha man ba d nas,negative
ary,train,nasim tifl lmodalal dyal lmgharba kanmoto fik bzaf ghani nta o hanan o sohayla o ihab cha bi ochatho nmoto fikom,positive
ary,train,rah enda ard men khayami bla ma nketro oroud we had mounib machi chi montij kbir,neutral
ary,train,yehdik llah homa la a al me tarmin bladna we malikna we dik khanzat dyal zit kafour li nhar we ma tal ysebo bladna we malikna,neutral
ary,train,hadik l anat alli l iti imkan chi anat akhra hit al anat ali tkon fiha dyal laflos hta ana ma ndich,neutral
ary,train,mssaken yallah fa o l taswit,neutral
ary,train,lah yhfadni mn inikom almo aisin lah yhfadni khamsa w khmis liya w khlas,positive
ary,train,njibhoum w nji l endek l marrakech w ma kaynch ess l ichkal,neutral
ary,train,happy birthday ch kouka kol am w nta mch kek,positive
ary,train,ila rahi maghbouna wla mhenia,neutral
ary,train,sam i liya nti kat alfii l isas sm tih gal khrajt m a hbibti ghi hdr f alghaz rah la hanane wakhti raki kadiri fitna whadchi,negative
ary,train,awili matafayloch la dri drok tchofha idara ytam o flous taswit ynodo ytal oh nomini hahaha raabi ach had lhdra machi daba,negative
ary,train,ziz o ghali inta,positive
ary,train,o jbna rasena ofrhanine bdouniya khlina likom net o retweet ajmhor fabour net rah bla flous dkechi lache,neutral
ary,train,VIVE Nabila Mounib,positive
ary,train,ghani maghribi ahobi afak khtari nti mn andak besous,neutral
ary,train,bazaf ga mat adrich tsawri chhal kanhma li,positive
ary,train,ajii mansuwlouuch hadik page dyaal owat rade maghribia ila arfu ci tari a o n uloha nahid t ulha l fatina dacc,negative
ary,train,saraha tbdlat wlat katchbeh lbzaf almotrebat fomha kan kaybane sghir ana men fanzeha walakine hanane aloula ahssan,positive
ary,train,a weddi ma kayn ghir ara nbouss dak rass,positive
ary,train,ghir matferkernich f dik le match limite mbyou,negative
ary,train,a aaliyaaa li nazlin seban f dounia olikhalahom issebouu hiya khet dounia brassha,neutral
ary,train,la li a msajl mn l afl hada brnamj osbo i kayjib a bar lfananin lkbar,neutral
ary,train,goli lia mal hadok dyal hanan ana rah at t kolchi m abla ihab w safi,negative
ary,train,oui ghykon ahssan jawab ms khas hta hanane tgolha khososan mli l oum dyalha deja galtha,neutral
ary,train,ma rft akhti lmohim rah ghaynzlo la video mnhna chwiya,neutral
ary,train,wech galo like jay mn lhihe tji tgul liya fiha la plage,neutral
ary,train,diri wa d tas i bsit ghi ma bantch lik duo machi dio,neutral
ary,train,shofi hada galik pasport maghribi ma ando ima,negative
ary,train,wa ulh la kayna wa eda me aya f medrassa karapi sen mena u afdaha kamla,positive
ary,train,mabrouk mabroujya kanza ya kanouza golili had haja li raha mefarhatkoum w mkhabyinha,positive
ary,train,laila katwasli m a hanan dayman,neutral
ary,train,ta ana tat jabni nsit maktbtha rah aghanih zwinin bzef it souto o i ssasso homa li fniwnin,positive
ary,train,rfti aktar haja dhkatni min l achra glt nass tsb o la kheermais fatat wa na ba a hna,neutral
ary,train,ouii mn playstor o rfathi compte o tajouter shada andek,neutral
ary,train,na fach kna kan dmo o tantalbo biha lil onhar onas kant na sa mli jaboha ad fa o owlat wasta,neutral
ary,train,fati hbiba salmi la hanona bzaf bzaf o ana kanhma lihom hiya o raphi o kont tantman rir nchofha wlah ilham mks i love you nona,positive
ary,train,ana ki nchouf souhila wihab,neutral
ary,train,kinte ghadi nji le mall walakin dommage nta drti flash khayb,negative
ary,train,wa ttttti mal bnadem la sebba f al ida casa marrakech ou tanger b ad,negative
ary,train,anis ana amina men lmeghrib nebghiwk bezaf rak cherefti lmaghrib l arabi khalik m a hanan o ihab o nassim,positive
ary,train,rapha l et hanan mabrok ala diyo akbar nisbat mochahada o ghazi amir et hesin jasmi ajbtoh,positive
ary,train,lache ana ndirk la rasi wnthala fik,neutral
ary,train,la ana sme taha aktar mn marra hhhhhhh,positive
ary,train,kolchi yechof la vid o yallah,neutral
ary,train,ah okii hhhhhhh tan oul wtssap do li liya nti oli li an zineb hhh it ma ydthach,neutral
ary,train,pas de train entre et o chno kaysmiw hada li anmchi fih a qui la faute ou,neutral
ary,train,o ghada kharja n di whd gharad aferthaa hhh,negative
ary,train,la chokr ala wajib,positive
ary,train,la hasseb chkel d wjeh,neutral
ary,train,hhhhhh had chi kolchi rfha hit galha f fb,neutral
ary,train,atyab l alawiyat hiya lmaghribiya,positive
ary,train,o ax b ty ndir lek,neutral
ary,train,makntch kahml btissam fl huma hh ghi men nd lah ms ki rftha mzn ndmt al nhar likrahtha,positive
ary,train,li maghribi o ziza lih ibtissam o endo nefss la bnat blado yedir unfollow et bloque l hadak konan f instagram hit zaad,neutral
ary,train,naymar ymchi l bar a ghir rtaho,neutral
ary,train,za ma li kaysaham fnachr lfada ih rah walah rabi wahad nhar ghadi yfdahom wahad wahad ghir kamlo kathsabo,negative
ary,train,w hna nmouto lik,positive
ary,train,bro ndk limnya dyal ronaldo machaelah,positive
ary,train,oui chtiwa ghzala lah ij alha la ed nfa,positive
ary,train,sbhan alllah fin howa lam sahra lgharbiya li atlouna biha yakma arab ywada ou kaytsamah,negative
ary,train,le gardien du chabab massira baye l match wayeni mkelekh hada,neutral
ary,train,diiirhaaaa dirha i dare you to do it gha dirha afak,neutral
ary,train,w tchka mn l onssoria f sbagna hhh,negative
ary,train,cjk yalah kolchi ydkhl twiteer hjmooow,neutral
ary,train,kantmana hadakchi likanfakar fih machi howa li sadtttiii,negative
ary,train,sultaana hananne w l mauve yaaaay,positive
ary,train,baa in hna o iniya mlass in ogheda halfa liya mama tnawdni bekri bach nkhaml m aha hhh,neutral
ary,train,dounia tsstahel bnt chaab hhhh o mtwad a lay sahel liha mn kol albii ana ra mteb a kol jadidha omtchaw a,positive
ary,train,rah tafa na sbah a hbiba li kay ayar matjawbouch bolquih direct bla matb ay tjawbih,neutral
ary,train,ya mri chehal nbghik wnmot la inik n t lbhor wnjik weli lya ihab ya ahla mn matal lmaghrebb w la ab lik promess,positive
ary,train,ach hadi lichft f paris kabol f chari,neutral
ary,train,eh walah homa li kano msabrina yarit aniso yji yzorna nhazouh fou ktafna,positive
ary,train,laykhlikoum rah mhtajin nmrt ibtissam ga les radios bghaw yessetadfouha mais ma ndhoumch mnin ywsslou liha,neutral
ary,train,awiliii asahbti fin kit rb man haydii ghatal o liha ghir chan,neutral
ary,train,ghir barkat raphael l anniversaire dyalo makhalaw ma alo fiha daba ad jayin y olo melna we melna,negative
ary,train,iwa ach ndir ana krima krima htal a ssa daraja mais fchklat tanwli akbar rzaza,negative
ary,train,hadi hya the original fiha lmal ou sokar ou mabaghach tmot,neutral
ary,train,en plus kayd ko mn ba omar le grand omar syd,negative
ary,train,akhti ana magolt walo en plus hadchi id li mjmomachi ay haja o prq kidiro tag btissam hit howa l wa id li fih,neutral
ary,train,aji ngolk lach fach nasim kibosha fhnakha wla ihab hta wa d makidwiii,neutral
ary,train,hani alhbiba jit kan ndi darf omakhlanich ndkhal min lbareh merci itach sawalti,positive
ary,train,bayna w ila ach jabhom lhnaa ana dkholt l ithom dayrin lih rt a like bssa na kanghalto w kanjawbohom mais mostafiziin,negative
ary,train,ghan ellem dar l poker w nbdaw n essrodeja na f dar matji fin tsali l quarantine tanb aw ghi jouj,neutral
ary,train,ozaydon taf na n aydo hadchi kollo onkhdmo ghi la hachtag bach ytl,neutral
ary,train,ana andi mochkil makan darch nsawt bnafs lemail flfi at b,neutral
ary,train,nta hadchi li adi lwydad w safi hhh,negative
ary,train,jawbini kifach ndiro lajh taaabiri,neutral
ary,train,yep mais chi mklkhin dzb kis abo rashom ila raw aydiro lflos o aykhdmo khdma mzyana,negative
ary,train,hada bach ghanssali m ak had anon kikhdemni kabent kat ani mn taharoch mn ibal nass mamrabiyach,negative
ary,train,ndi ghir jouj awilii lakhor sahl ga fih fati w hada khlass kankhdem bih bzzf,neutral
ary,train,daba hadi formation bagha terbe leverkusen,neutral
ary,train,arwa barnamaj dyalha hadi hal a bl akhiira mn had mawssim bla matherjoha otb aw talbo b iibtissam,neutral
ary,train,lcilp lisa mawsal l o ghiyab five khsosan said,neutral
ary,train,sifti liha fel khass mohim chofi chi tari a maso ich hahahahahahah la kantfela p mohim awli rah bzaf dl ajat mohimin kaydozo,neutral
ary,train,lissebet bladii amerni nheje haa o hata wakonti maghribiya ntima aychach f maghreb mtakda mnhaa,negative
ary,train,lah iwaf k khoya ihab o rak nta howa top incha allah ya a la ihab,positive
ary,train,ghir trje lganna dial tyabe w hani m ak,neutral
ary,train,the moroccan singer rikia magha ana el sa eb,positive
ary,train,i love you hanona so much khalike daayemne me a ihab howa kayeberike o kaykhaf lik jomhorkom matnsawxi,positive
ary,train,we hna kanhma o lik ya malikat jamal lkoun ya bant bladna ya fakhrna,positive
ary,train,biladna zwin ofiha zin olah ikhalin dima zwinin fi lwajoh lkhybin obiladin makinch fi alha,positive
ary,train,laah issma lina mano raah syad arf ach kaydir ghir t ssbna f match d champions league,neutral
ary,train,yalah bdaw f tanchit l hashtag wlah rapha ystahal,neutral
ary,train,hta ana hhh labt la compte insta dialo jbadto ghi b ssif lol wili wili chhal bogosse,positive
ary,train,fach katjeri fl elma,neutral
ary,train,hhh hada kan mne fanz enza ou chb o fih m yourr ou db glb andna hhhhh rah kant smito chakib rah cheb o fih m yor,neutral
ary,train,wilii wilii katba chi r la l baby dialna,neutral
ary,train,o mal spotify machi rajel mzn ghir emri chno ma t edri tkhedmi fih m,neutral
ary,train,ihab ghana mzian mais ana mafhmtsh cheb khaled khalah ighani bohdo pk z ma,neutral
ary,train,yalah nachto lhashtag w bayno hobkom la rapahel bi lmaghrib w ydkhol l trend,positive
ary,train,maba ich ndiro lhom retwet la ay haja dyal ihab of hachta dyalo khaso yan os mn twet wala ta f dyalhom,neutral
ary,train,hiya raha ma arfach hadchiii dawazha lina m a lmafia,neutral
ary,train,wakha mabghitinich ana ghadi ngolik wachirk mbrouka akhti nouhaila,positive
ary,train,mn nahiya faniya ntmenaw liha a lkhiiir lay sahel liha hiya oay maghribii,positive
ary,train,ila khtitiha matwarrihach dar baha,negative
ary,train,adii rah t erjat b at t ewej ta jabtha f rasha,neutral
ary,train,aaahh fhemt la la kolchi ghaydoz mzian elie w ali ghaykono homa lewlin kaytsenawha w dik lbent driyfa lobnania,positive
ary,train,united f mahab ri,negative
ary,train,ya rebbi tsehel lina f had nhar al boustane,positive
ary,train,hadi al kharya sa liya,neutral
ary,train,hahaha walakin ana andi chi edianes baghin fia lkhedma ghay chewhouni,negative
ary,train,ta kifach bnadem ndi l otla dl id,neutral
ary,train,daba hissan wella mehzala bghaw yediroh kheliwhom w kemlo nokat mafehmtch chno moshkil,negative
ary,train,goliih ya tik ra yo f hanan,neutral
ary,train,yajout w f l lb dyal,neutral
ary,train,matgolich lia dart l ihab unfollow,neutral
ary,train,w tini dalil ana aftan torkiw tini dalil ati ana sra na toratkom wano ta kom ba da achno sra na int ana hami ghi ftan,neutral
ary,train,bssh rah mli tatjbdi tag kiik bhal nachert l akhebar,neutral
ary,train,hhhhh amiiin ya rab o ikjalikiii kaman,positive
ary,train,o ana lisa fahmah ghalat,neutral
ary,train,b louze wla blach,neutral
ary,train,fin ma chafo we,neutral
ary,train,tstahl soha mais hado kano kamlih f afl ibtissam,neutral
ary,train,chi w din f tag kay olo ana mgharba ma kaykhlsohomch mzian w lach elissa takhod ktar mn statiw kaykhesro lina flossna blabla,negative
ary,train,plz swtooooooooooo khoya afak swt ana kanswt owakha hkak mamrtahach hanan m awla lina mankhdlohach kml tswit plz,neutral
ary,train,on dirait les evangiles starf dakchi matanteye ch bih,neutral
ary,train,knti gltiili chehaaal hadi kindir l capture d ecran men pc nssit wli oli kifhhcmhtajaahaa,neutral
ary,train,ana anwrik l ala gha sbri,neutral
ary,train,offffff menkon kat do bnadm wa chkon li mkelf b taswiiiiiit,neutral
ary,train,ach dakhal lalak zineb hta hia souka zineb jaboha badra hom ntoma chtaharto rir balmawdou dial lwataniya msakan,neutral
ary,train,hada azamn fih nass zwini onass khaybin ma rft lach haka haka kaykhsr l ala a dyl kmlo,negative
ary,train,hanya safi kant bha chi aja ntwasal m a ibtisam sa a sa marche mrc,neutral
ary,train,merci bghrit nwlak wach ibtissam dart photo scene,neutral
ary,train,haha wahd sari a ou wahd deal,neutral
ary,train,wa souka habouba bghitak ila kat arfi diri vedioat diri chi vedio bissm lkhadrawiyin lpatricia bi monasabat id miladha,positive
ary,train,nasli hadoo li endi o nji endk te teni,neutral
ary,train,sm i li daba nmchi nechri ticket dyal mawazine w dyal tour li f leurope dyal ibtissam mli nerja nel ak zedtini akhbar ok,neutral
ary,train,ana hna bnissbalina adit sahara maghribiya adiya wataniya bmtiyaz ntkhalfo f ay haja ilaaa sahara marocaine,positive
ary,train,ya ni l wa t li dawzo m a l ex wch mokin irje,neutral
ary,train,machftch l ath madrid bzaf had l am,neutral
ary,train,buzz,negative
ary,train,kayna hhhhhhhhhhhh mohim chi aja w safi malna fdouliyin hhhhhhhhh yekh hhhhhhh,negative
ary,train,nchaallah m a l rab lajanib ma ndna lihom jhd hhhh,neutral
ary,train,ah rah hadak howa mochkil lach ma dertch n el we da b smiya dyalna becuz ma ednach chi tari a li tabaro bi mabaligh sghira f la banque kay dewzo ghir dh o lfou j pense but ntmena nass li i edro issahmo i choufo twt m,neutral
ary,train,awdii tan del n es bhad cho or f valorant hhhhh wa d nhar jit bit nchpi wa d l weapon o ma janich arfti kent bit nheress pc,negative
ary,train,ana ghada nahjam kamaghribiya o bas,negative
ary,train,llah yr mo drob lia la adidas palace,positive
ary,train,inchaa allah kima bghiiti lih rabi yjibha l nas l rab lik,positive
ary,train,ibtissam tiskat ya rab ikon m aha,positive
ary,train,howa hat sora f snap whiya f insta nafs lwa t,neutral
ary,train,min ghir hado mati o fhadret had,neutral
ary,train,hh khedama b tele andna dyaf ghir kangfel o kanhez tele hhh ama tweeter kanbghi nkhdem b pc,neutral
ary,train,bhalkom li mchawhin blmgharba ama ihab ou hanan wahad hadik lbant kandan madart walo bachh tdirou liha hadchi kamal hchouma,neutral
ary,train,hhhh kheti dak siyad ghessalt idi elih fach wala bari la ab haidy abass nesa bant belado pfff ou tayhder la rojola,negative
ary,train,oui oui a la liha mn jtima iyat ta i dadi,neutral
ary,train,wahd lbnt ayi haja nhtha katretweetini w tsbni man rf wach tayha fia wla malha,negative
ary,train,hhhh la hada kant ajbah hanan mani ma tatouch wajh ou chaft fih lab liha we yimdah filghir,neutral
ary,train,aji l na ngolik wahd lhaja f do mek,neutral
ary,train,yarham waldik habssi lina tag rahom yadkhlolah sahafien w fananin hna malina aya kabro chouia tjibo f les probleme l andkom,neutral
ary,train,momkin ta amlo li a ma a if you want,neutral
ary,train,kanmoto lik ya ro lmabaqich,positive
ary,train,nmout fik habibi ou nahma lik a wald bladi dima lfou e nchaalah nta ou hanouna raniw liya akil,positive
ary,train,cho nawya twajdi nhar lawal framdan man chehiwat,neutral
ary,train,hta ihab kan mdlol sohila mais magolna waloomahafdx naxid lwatani dyal blado omagolna walo makay awanx hanan omagolna walo,neutral
ary,train,wahad chniwla mn sbah ohya dor lya,neutral
ary,train,je ne sais pas mais f la pub makaibinu laa ibtissam la dounia ola mourad donc machii lyuuma,neutral
ary,train,wayiiih tana ma ert malo skhan lih rasso tani had tweeter daba mzn hhhhh,negative
ary,train,ghatmchi la nari wi kon baha chi wahed bhal hadok waza diel usa bref chiffre daffaire dialk huwa kulchi,neutral
ary,train,hena mamsawtin l heta wahed tkt ghir bhalek neti ghadi ykhassar hanan hadouk chwiya dyal les fans li farhana bihom,negative
ary,train,update nass li charko m ana f gos dyal o ka ntmena tssebro m aya mazal hadi fois kan mchi l amana nssift likom albums but maka tewsslnich nouba t oul wach nass kay bato tema ana dayra ma f jehdi nsifthom likom asap m,neutral
ary,train,ouppa chamt anaikhlik liya a zin dl alam kololah i fad lina lmaghreb lghali bladn l biba wi itawal f mar malikna,positive
ary,train,bl akss ana knt ziiza liya o btai t hal hit khatibha messri ghatklm hakak ohiya mftaakhra b maghrbiyha,positive
ary,train,niahaha dinaha wla laa wahd l okhte kant katgol la datha lalaha btissam tntahar bghitha tban yaka ndkom niff,negative
ary,train,o nhaar htat tof dyal dounia ossim bilah kont ana mn awal lidaf o lihaa,positive
ary,train,bqit kanl b f subway hta tmt record b double o glst lrd kantfrj,positive
ary,train,tenjiya hiya llob diyal marrakesh khososan m a k xhran marrakech city,positive
ary,train,ina jarida hadchi ana ba da kanbghi nchofo maknl ach hhh,negative
ary,train,nta bghitih yt assb w y ari lina tramtou awtani,negative
ary,train,limada ofakiro fi ghayri wa ansa nafsihada ana,neutral
ary,train,hhhhhhhhh ana fhamto mais bghit ghir nsahah lzin dyali,positive
ary,train,choufff a shabi ana machi fan dialek brit ngoulha lek bel flamania bech tfhem,negative
ary,train,d ajmal issme f alam p metcharfin,positive
ary,train,rah madarohchh yalah ghaydiroh mni t ln samiha bdabt la wa t ngolik,neutral
ary,train,a oudo balah hna makanhamlouch likaychawah sourat hanan et nass afrad kola kaymatal rasso,neutral
ary,train,anaaaaaaa me ol lya wach jayb m ak ihab amir,neutral
ary,train,wnti so ak dayrin mo amara la bnt bladkom bghitlikom dal almhsada lmghyara a na bikom,negative
ary,train,Md,positive
ary,train,hhh pc tfa liya ama raba i massaliit o tssawer ktaar tleft ach nheet hhhh,neutral
ary,train,goul wellah witek la lkhwinz b a fik l al ma dwawch la niza,negative
ary,train,kulshi ysewet ta ad mayw af teswit w matlhawsh blekdub kheliw hanan terfa rasa w t ul hada huwa ljaysh lkhadrawi w maghribi,positive
ary,train,bghite n olkiwahd lhaja lahdthaa ila kan momkin,neutral
ary,train,m a f lil ghadi yet awed w f youtube ghadi y otoh rib,neutral
ary,train,nti li jawbti makanch lik tjawbi asselane,negative
ary,train,wach nti sakna f la france,neutral
ary,train,liwa dakhl liha bi w chra ghir dar dik dkhla f lwl dial rappeur w wld l culture mafih li isbr,neutral
ary,train,ana ladaya lkitaba blora lfaranciya momkin tawasol,neutral
ary,train,jamalaak ya lghali akho l ghaliii lt kanbghiiiwkoom bezaf lt lt lt,positive
ary,train,ykhali lina alami ta na hhhh ma adak adini w rabi atini,positive
ary,train,tli liya ndir chi film yak goul tbarkellah hadok l aynin y derboni b ayn,negative
ary,train,hanan barki l ihab rah nazl promo l song dyalo o ntmna njwbi les fans li ala tawasol mak mehrajn f jordon habin yawslo maak,neutral
ary,train,ihab daba wlaw ga nas f lmghrib ka i rfoh machi ghir fans starac o lyoutub ihkm siro qraw t liqat ljadida dyalo o t rfo,positive
ary,train,on a pas fait trois passes tout au long du match houma hna w zeglona barat w peno,negative
ary,train,no one ma grand m re rah dak lkhedama dak lmoujrima ma bghatch tb a tji w zayda talba l dzit w altek khassek telbi meni sma a,neutral
ary,train,akid hbibtii hna kbaar la tafahat o mayhmna ad min ghir fanantna,positive
ary,train,hhhh chno ssmit aanat bach nssinyaliha hhh,negative
ary,train,sawti hna ta njib lik lokhra,neutral
ary,train,wmin gal ananiya matnsaych social media kolchi nad lih,negative
ary,train,maratchofhach ana sma t ibtissam jaya sabt,neutral
ary,train,katkoun ghi dayez men derb o kadhek m a drari wesh nemchiw ljdida o kaydirouha bessah o kayrekbou o katemchiw gtgtgtgtgtgtgt,positive
ary,train,ybali shhal mn whda radio aliha bsmitha messgat,neutral
ary,train,mais rah f hadak video rah mata tch rah beynuuuha tal at fo,neutral
ary,train,wach tsatayto hiya zazairiya chno bghitiha t ol akid rah t ol gharbiya bhal hna kan olo maghribiya,neutral
ary,train,wah akhouya titiz o dikchi la ad lhal,neutral
ary,train,soukaina dik nhar drt follow haydato o lt f khass anni ghlatt,neutral
ary,train,kiban liya stormy kid ak mn hna ana,neutral
ary,train,woww ghadi tefra bzzf thank uu aaliaaa,positive
ary,test,Allah yesseweb lina kaaamline ya rab ou te efed ljmi,positive
ary,test,hhhhhhh jaya min tazalof li tayban mzyan godamak omin ldakhel dyalo taytsana lforssa idrab darbto,negative
ary,test,Li baghi ideye weqto iji insahni,neutral
ary,test,wach katfahmi l arbiya ya lbarhoucha wla la bsahatnaaaa nokono fansha hna ajbana ntoma diwha ghir fboubi dyalkom li khdam,negative
ary,test,chuf a chrif sndala li endy bhlha lfkhad shuf lik fkhad maya dbaich,negative
ary,test,machi anaaaa homa ligalo f tag wehda bayna mn fans rayane ola enza,neutral
ary,test,oui ana asslan ghir satellitaire li nawi nkhdm,neutral
ary,test,bb nti makatiqich fia,negative
ary,test,Masm tuuch mzn hya kant kathdar liha la chi hed dina m awda l hanan O frhana Katghnilha hanan oghnya dlhob Ohya tgolha skti,neutral
ary,test,ar ala wahd bahl momo iken baghrib,negative
ary,test,Galik lefya bekri bdhab mechri fine huwa dhab maban lia walo,negative
ary,test,alrs nsiftou des msg nchej ouha fihoum w en meme temps ngoloulha blfen tbe ed la dak rakhayil d zbel n s po,neutral
ary,test,Hahaha gatlik nostalgique Dririya tzadet apr s le mur de Berlin okathder la nostalgie,negative
ary,test,lah ihdi makhle a khti o safi ra bnadm twli tgoli lih salut is abo wach glti lih kanbghik pff,negative
ary,test,Hanan tu es magnifique matdiha fta hed rahom ky ghiro mnk hdi rasek mn abas wdina wthlay frafayele wkha ihab kan m ahm wmadf ch lik,positive
ary,test,wlito taf o men wra dahri hadchi ghir ba i mamchinach nari mafikomch ti a,negative
ary,test,ssbuni w li mochkil kan yaakl tmak o kulchi taybghini zaama taymtlo lya ftali fach w li mochkil tlbthum,negative
ary,test,Wach a khti nti mghribia,neutral
ary,test,StaracArabia Njikoum men tali chj u souha mais nl a chi hd kaygol katbghi ihab nkhrej ana wyah f journal malkoum mklkhin Rah bayna,negative
ary,test,Hanona khamsa ou khmis lik li kaygol lik mazwinach arfih kayghir star bima na kalima salina SocialMediaNight HananeElKhader,positive
ary,test,Machi diali diaaaali Hhhh Beghit weheda diali ghir bou di genre tekoun endi la clef et le fkih yede i ghir me aya looool,neutral
ary,test,ram lik tatdi ghir dnoub,negative
ary,test,hasounti labass lik SoukainaBoukries SoukainaBoukries,positive
ary,test,mafroud tjibouha lanaha hiya demi finaliste fi la starac yaani bidoune soual nasse alache had tahamol aliha,negative
ary,test,tana mtaf a m aaak ana brassi knt kn ol lach had mawazin,neutral
ary,test,hhhh ah ya rebi la nhar hada min khrjat hadi finiya,neutral
ary,test,Nhar zwin avec mon ami ossama Plage de Ain Sebaa,positive
ary,test,positiveHOTO,positive
ary,test,soufian plz momkin le lien dyal li a abdsalam mazal machefto,neutral
ary,test,afak a khti khalina hna fans hanan b ad la hadchi binathom khalina daba ghir fhanan plzzzzzzz matb aw tjawbo had,negative
ary,test,siri chof galt lih rani ghir kand ak m ak sorry dsl et pardon,positive
ary,test,andi okan gez nsijil chi haja mn ba d nsayftlk fih,neutral
ary,test,hhh hadchi li ban li i na sbrna kteer nsbro chwiya zyada l youn saad,positive
ary,test,wakha tkouni yahodiya madirich fi bnt bladk haka ghi haydi bnt lmaghrib ra nti li katjibi lina lhadera ol ar,negative
ary,test,w matsw i tal l am oum w ligal chi aja tih lach yedor,negative
ary,test,fakri chwya lach tzwaj biha mtalan lach ljmal younha bnya ans tskan m aha matbghiha,negative
ary,test,hnanan ino lghzala dyali raki mnawra dima wthalay frask bzaaaf bzaf salmili la rafayl walhoceima kolha m ak,positive
ary,test,hhhhhhhhhhhhhh maymkench ikhaliwha mn ba d bety mahadratch la mihrajan idan maghaybiyohach,positive
ary,test,Ou kay wiw drari li kaydiro lbssala,negative
ary,test,salam ana wafae man fes andi sout zwin falinchad dini momkin t awnoni ot admo lya forsa,neutral
ary,test,tatnqel menni drti ta nta Rajajuana,negative
ary,test,Ila ma kanetch Chamaliya ma bghithach,neutral
ary,test,lyom kan ndi dakchi li tlbti lbarh,positive
ary,test,Mchach ola zbi fr o lya kri bl mdarbat dyalhom,negative
ary,test,NASSIM la machftoch ach al l CHANTAL,neutral
ary,test,ybaliya betty elmetna sher o welat hiya ten es bekri IbtissamTiskat,neutral
ary,test,ghiir matmchich b iid machi tnkrahha ghir mab itch mn fans dyalha,neutral
ary,test,nta li bdity kat oul syadkom ma syadkom,negative
